ΚΩΔΙΚΟΣ HEBIC;ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);Διεύθυνση ΕΛΛΗΝΙΚΑ;ΑΡΙΘΜΟΣ ΤΗΛΕΦΩΝΟΥ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΕΛΛΗΝΙΚΑ);ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ;ΓΡΑΦΕΙΟ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΔΙΑΔΡΟΜΗ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΕΛΛΗΝΙΚΑ);ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);Διεύθυνση ΑΓΓΛΙΚΑ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΑΓΓΛΙΚΑ);ΑΡΙΘΜΟΣ FAX;ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ_1;ΝΟΜΟΣ
100049;Κ. Κ/ΜΑ ΤΜΗΜΑ ΤΕΧΝΙΚΗΣ ΥΠΟΣΤΗΡΙΞΗΣ ΜΟΝΑΔΩΝ ΧΑΛΑΝΔΡΙΟΥ;Χαλάνδρι;Μεσογείων 341;2106799393;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE HALANDRI PREMISES TECHNICAL SUPPORT SECTION;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;2106799421;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100050;Κ. Κ/ΜΑ ΤΜΗΜΑ ΑΠΟΘΕΜΑΤΙΚΩΝ, ΛΟΓΙΣΤΗΡΙΟΥ ΚΑΙ ΓΡΑΜΜΑΤΕΙΑΣ (ΔΙΕΥΘΥΝΣΗ ΤΑΜΕΙΩΝ);Χαλάνδρι;Μεσογείων 341;2106709242;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE CASH RESERVES, ACCOUNTING AND SECRETARIAT SECTION;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;2106709260;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100052;Κ. Κ/ΜΑ ΤΜΗΜΑ ΤΑΜΙΑΚΩΝ ΣΥΝΑΛΛΑΓΩΝ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103203514;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE TELLERS SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;2103255414;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100053;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΧΡΗΜΑΤΙΚΟΥ (ΔΙΕΥΘΥΝΣΗ ΤΑΜΕΙΩΝ);Χαλάνδρι;Μεσογείων 341;2106709511;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE CASH PROCESSING SECTION (CASH DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;2106709218;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100055;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΛΕΓΧΟΥ ΔΙΑΧΕΙΡΙΣΕΩΝ ΚΕΝΤΡΙΚΟΥ ΚΑΤΑΣΤΗΜΑΤΟΣ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202276;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE CASHIERS CONTROL SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;2103202927;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100056;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΛΕΓΧΟΥ ΔΙΑΧΕΙΡΙΣΕΩΝ (ΙΕΤΑ);Χαλάνδρι;Μεσογείων 341;2106170404;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE PRINTING WORKS CONTROL SECTION;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;.........;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100058;Κ. Κ/ΜΑ ΤΜΗΜΑ ΣΥΝΤΗΡΗΣΗΣ ΚΑΙ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΔΙΑΧΕΙΡΙΣΗΣ ΚΤΙΡΙΩΝ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202634;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE PREMISES MAINTENANCE AND ENVIROMENTAL MANAGEMENT SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;..;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100059;Κ. Κ/ΜΑ ΤΜΗΜΑ ΜΗΧΑΝΟΓΡΑΦΙΚΟΥ ΕΛΕΓΧΟΥ (Δ/ΝΣΗ ΠΛΗΡΟΦΟΡΙΚΗΣ);Χαλάνδρι;Μεσογείων 341;2106799626;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE DATA CONTROL SECTION;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;2106799625;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100060;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΠΙΘΕΩΡΗΣΗΣ ΚΕΝΤΡΙΚΩΝ ΜΟΝΑΔΩΝ ;Χαλάνδρι;Μεσογείων 341;2106799745;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE CENTRAL OPERATIONS AUDIT SECTION;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100061;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΠΙΘΕΩΡΗΣΗΣ ΠΕΡΙΦΕΡΕΙΑΚΩΝ ΜΟΝΑΔΩΝ;Χαλάνδρι;Μεσογείων 341;2106799723;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE REGIONAL OPERATIONS AUDIT SECTION;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100062;Κ. Κ/ΜΑ ΤΜΗΜΑ ΟΡΓΑΝΩΣΗΣ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗΣ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103203747;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE ORGANISATION AND SUPPORT SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;2103202787;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100063;Κ. Κ/ΜΑ ΤΜΗΜΑ ΣΥΣΤΗΜΑΤΩΝ ΤΡΑΠΕΖΙΚΩΝ ΕΡΓΑΣΙΩΝ (Δ/ΝΣΗ ΠΛΗΡΟΦΟΡΙΚΗΣ);Χαλάνδρι;Μεσογείων 341;2106799518;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE BANKING SYSTEMS SECTION (INFORMATION SYSTEMS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100065;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΠΟΠΤΕΙΑΣ ΛΟΙΠΩΝ ΙΔΡΥΜΑΤΩΝ;Αθήνα Κέντρο;Αμερικής 3;2103205080;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE OTHER INSTITUTIONS SUPERVISION SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;3, Amerikis;ATHENS;;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100066;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΠΟΠΤΕΙΑΣ ΜΗ ΣΥΣΤΗΜΙΚΩΝ ΠΙΣΤΩΤΙΚΩΝ ΙΔΡΥΜΑΤΩΝ ;Αθήνα Κέντρο;Αμερικής 3;2103205162;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE NON-SYSTEMIC CREDIT INSTITUTIONS SUPERVISION SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;3, Amerikis;ATHENS;.;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100071;Κ. Κ/ΜΑ ΤΜΗΜΑ ΘΕΜΑΤΩΝ ΕΠΟΠΤΕΙΑΣ ΠΙΣΤΩΤΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202320;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE BANKING SUPERVISION ISSUES SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100072;Κ. Κ/ΜΑ ΤΜΗΜΑ ΥΠΟΣΤΗΡΙΞΗΣ ΕΦΑΡΜΟΓΗΣ ΝΟΜΙΣΜΑΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202662;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE MONETARY POLICY IMPLEMENTATION SUPPORT SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;2103222704;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100081;Κ. Κ/ΜΑ ΤΜΗΜΑ ΝΟΜΙΣΜΑΤΟΣ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202355;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE MONEY SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100082;Κ. Κ/ΜΑ ΤΜΗΜΑ ΚΡΑΤΙΚΟΥ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202362;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE GOVERNMENT BUDGET SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100083;Κ. Κ/ΜΑ ΤΜΗΜΑ ΟΙΚΟΝΟΜΕΤΡΙΚΩΝ ΠΡΟΒΛΕΨΕΩΝ ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103203605;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE ECONOMETRIC FORECASTING SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100084;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΙΔΙΚΩΝ ΜΕΛΕΤΩΝ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202646;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE SPECIAL STUDIES SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100085;Κ. Κ/ΜΑ ΤΜΗΜΑ ΑΝΑΛΥΣΗΣ ΙΣΟΖΥΓΙΟΥ ΠΛΗΡΩΜΩΝ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202383;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE BALANCE OF PAYMENTS ANALYSIS SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100087;Κ. Κ/ΜΑ ΤΜΗΜΑ ΔΙΟΙΚΗΤΙΚΟ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202434;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE ADMINISTRATION SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;2103233025;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100088;Κ. Κ/ΜΑ ΤΜΗΜΑ ΔΙΑΧΕΙΡΙΣΗΣ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗΣ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ;Χαλάνδρι;Μεσογείων 341;2106799309;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE IT SYSTEMS MANAGEMENT AND SUPPORT SECTION;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;2106799314;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100094;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΦΑΡΜΟΓΗΣ ΝΟΜΙΣΜΑΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ;Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103202499;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE MONETARY POLICY OPERATIONS SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;2103223074;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100098;Κ. Κ/ΜΑ ΤΜΗΜΑ ΔΙΟΙΚΗΤΙΚΗΣ ΥΠΟΣΤΗΡΙΞΗΣ (ΔΕΠΣ);Αθήνα Κέντρο;Αμερικής 3;2103205019;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE ADMINISTRATIVE SUPPORT SECTION (SCRFID);ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;3, Amerikis;ATHENS;2103205400;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100192;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΚΤΥΠΩΣΗΣ ΤΡΑΠΕΖΟΓΡΑΜΜΑΤΙΩΝ (Ι.Ε.Τ.Α.);Χαλάνδρι;Μεσογείων 341;2106170513;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE BANKNOTES PRINTING SECTION (PRINTING WORKS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100193;Κ. Κ/ΜΑ ΤΜΗΜΑ ΤΥΠΩΣΗΣ ΚΕΡΜΑΤΩΝ (Ι.Ε.Τ.Α.);Χαλάνδρι;Μεσογείων 341;2106170478;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE MINTING SECTION (PRINTING WORKS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100194;Κ. Κ/ΜΑ ΤΜΗΜΑ ΣΥΝΤΗΡΗΣΗΣ (Ι.Ε.Τ.Α.);Χαλάνδρι;Μεσογείων 341;2106170409;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE MAINTENANCE SECTION (PRINTING WORKS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100195;Κ. Κ/ΜΑ ΤΜΗΜΑ ΟΙΚΟΝΟΜΙΚΗΣ ΔΙΑΧΕΙΡΙΣΗΣ (Ι.Ε.Τ.Α.);Χαλάνδρι;Μεσογείων 341;2106170452;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE FINANCIAL MANAGEMENT SECTION (PRINTING WORKS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100196;Κ. Κ/ΜΑ ΤΜΗΜΑ ΔΙΑΧΕΙΡΙΣΕΩΝ (Ι.Ε.Τ.Α.);Χαλάνδρι;Μεσογείων 341;2106170514;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE SUPPLY CHAIN MANAGEMENT SECTION (PRINTING WORKS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;2106542214;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100197;Κ. Κ/ΜΑ ΤΜΗΜΑ ΕΚΤΥΠΩΣΗΣ ΕΙΔΙΚΩΝ ΠΡΟΪΟΝΤΩΝ (Ι.Ε.Τ.Α.);Χαλάνδρι;Μεσογείων 341;2106170442;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE COMMERCIAL AND VALUE DOCUMENT PRINTING SECTION (PRINTING WORKS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;.;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100300;Κ. Κ/ΜΑ ΥΠΗΡΕΣΙΑ ΓΡΑΜΜΑΤΕΙΑΣ ΚΑΙ ΑΡΧΕΙΟΥ;Χαλάνδρι;Μεσογείων 341;2106799704;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE SECRETARIAT & ARCHIVES SERVICE;ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;2106799712;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100402;Κ. Κ/ΜΑ ΤΜΗΜΑ ΥΠΟΣΤΗΡΙΞΗΣ ΧΡΗΣΤΩΝ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (Δ/ΝΣΗ ΠΛΗΡΟΦΟΡΙΚΗΣ);Αθήνα Κέντρο;Ελ. Βενιζέλου 21;2103203659;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE HELP DESK SECTION (INFORMATION SYSTEMS DEPARTMENT);ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;21, El. Venizelou Ave.;ATHENS;2103203239;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
100403;Κ. Κ/ΜΑ ΤΜΗΜΑ ΣΥΣΤΗΜΑΤΩΝ ΚΑΙ ΛΕΙΤΟΥΡΓΙΩΝ ΑΣΦΑΛΕΙΑΣ;Χαλάνδρι;Μεσογείων 341;2106799546;ΧΑΛΑΝΔΡΙ;ΧΑΛΑΝΔΡΙΟΥ;152;31;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE SECURITY SYSTEMS AND OPERATIONS SECTION (INFORMATION SYSTEMS DEPARTMENT);ΧΑΛΑΝΔΡΙ;CHALANDRI;Chalandri;341, Mesogeion Ave.;CHALANDRI;..............;ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ
100405;Κ. Κ/ΜΑ ΤΜΗΜΑ ΘΕΣΜΙΚΟΥ ΠΛΑΙΣΙΟΥ ;Αθήνα Κέντρο;Αμερικής 3;2103205167;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;102;50;ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ Α.Ε.;BANK OF GREECE;HEAD OFFICE REQULATORY FRAMEWORK SECTION;ΑΘΗΝΑ ΚΕΝΤΡΟ;ATHENS CENTRE;Athens Centre;3, Amerikis;ATHENS;..............;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
